页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数,用户粉丝数
2,4878178265335697,陈淮不想取名,2023-03-11 18:49:53,DOU战队好好好好好好好好好好我们是冠军！！ ,https://m.weibo.cn/detail/4878178265335697,0,0,2,10
3,4878170312411029,从此做个高贵路人,2023-03-11 18:18:17,华子！我们是冠军！！！ ,https://m.weibo.cn/detail/4878170312411029,0,0,0,102
3,4878166408303442,只想逃避的胆小鬼,2023-03-11 18:02:46,希望冰冰永远年轻永远管不住自己的小手勇敢向前e！LGD我们是冠军！！！今天你们已经成功了！！！ ,https://m.weibo.cn/detail/4878166408303442,0,0,2,67
3,4878154056073319,Lena-Yang,2023-03-11 17:13:40,#林孝埈#申诉好像从索契以后就没有成功的。现在就希望官方出来说一下，我们到底戴没戴计时器。如果没戴，认栽，反正我们是第一名，如果戴了，那就必须得申诉到底了，我们是冠军！十来年的短道观赛生涯，真的第一次见到这样的钢笔。退一步说，中途没犯规，冲线第一名，如果是设备故障那也太冤枉了！ ,https://m.weibo.cn/detail/4878154056073319,1,2,2,73
3,4878153804417339,嘉言懿行mjh,2023-03-11 17:12:41,中国短道速滑队不管，我们是冠军，本来就是属于我们的冠军，最后撞线的图看的很清楚，超一个刀尖 ,https://m.weibo.cn/detail/4878153804417339,0,0,6,199
3,4878145448316847,一念成魔半世殇,2023-03-11 16:39:29,#林孝埈 计时器#我cnm小西巴！计时器出问题了凭什么要选手背锅啊我们是冠军啊！小林的金牌啊 ,https://m.weibo.cn/detail/4878145448316847,0,0,4,240
3,4878142474820018,MercuryChoo,2023-03-11 16:27:40,林孝埈崩溃了…计时器有问题第一圈为什么不重赛啊我们是第一个冲线的，我们是冠军！ ,https://m.weibo.cn/detail/4878142474820018,1,0,7,113
3,4878142059579610,就是这块儿小饼干,2023-03-11 16:26:01,#2023短道速滑世锦赛#到底是我们没戴计时器还是计时器坏了能不能说清楚妈的真来气 就离谱明明我们是冠军 一年就一次世锦赛为什么要这么对小林 ,https://m.weibo.cn/detail/4878142059579610,0,8,1,8
3,4878141989062921,YanKKKWWenn,2023-03-11 16:25:44,#2023短道速滑世锦赛#有什么疾病吗，我们是冠军啊！！！我们第一个冲线啊！！！到底哪犯规了，我刚才看直播气到关掉了艹 ,https://m.weibo.cn/detail/4878141989062921,0,1,2,476
3,4878096916024306,塞满椰子灰,2023-03-11 13:26:38,我们是冠军🏆！蛋仔派对 ,https://m.weibo.cn/detail/4878096916024306,0,2,1,1288
3,4878078830970992,肉总裁,2023-03-11 12:14:46,一个小时 我们是冠军LOL ,https://m.weibo.cn/detail/4878078830970992,0,0,0,8
4,4877895668864160,Aliauk,2023-03-11 00:06:57,rng可算宗师家人们，我们是冠军！！ ,https://m.weibo.cn/detail/4877895668864160,0,8,3,28
4,4877868531980759,白小猪猪Lu,2023-03-10 22:19:07,2014年的里奥别难过哦～2022年我们是冠军 ,https://m.weibo.cn/detail/4877868531980759,0,1,0,1
4,4877846457881787,盖浇狗,2023-03-10 20:51:24,这次是我们石墨赢了，赢得非常彻底（叼烟）（点火）（故作深沉地露出微笑）（被呛）（狼狈退场）我们赢了！我们是冠军！ ,https://m.weibo.cn/detail/4877846457881787,0,0,0,11
4,4877835782587190,Paraboy的小鱼,2023-03-10 20:08:59,我们是冠军！！！！NOVA和平精英 北京·北京师大附中 ,https://m.weibo.cn/detail/4877835782587190,0,3,0,10
4,4877509100831912,-管得着么,2023-03-09 22:30:52,特别特别好 我们是冠军呜呜呜 ,https://m.weibo.cn/detail/4877509100831912,0,1,15,1267
4,4877746821661210,熊熊要铲铲,2023-03-10 14:15:29,#西卡#我们是冠军！冠军中的冠军🏆！李家upup！ ,https://m.weibo.cn/detail/4877746821661210,0,2,3,3
4,4877714668392277,玉米且小麸64,2023-03-10 12:07:43,D—I—G—!于赛季末尾迎来了他们的第二胜！就在今天，达成了2-12的成绩！我们是冠军！！ ,https://m.weibo.cn/detail/4877714668392277,0,0,1,115
4,4877542177114865,兀立逃逃,2023-03-10 00:42:18,淄博植物园该溜子烤肉时间关于我的台球天赋🎱我们是冠军！ ,https://m.weibo.cn/detail/4877542177114865,0,2,0,2
5,4877508308370721,徐蛮子是有椰子菠萝小提琴的旺仔,2023-03-09 22:27:43,#卡丁车# 谁说#女司机# 不靠谱？我们一样飙的很快很稳哦技术＋战术，团队接力赛我们在被套圈的情况下，一路追赶，最终以微弱优势反超我们是冠军 徐蛮子是有椰子菠萝小提琴的旺仔的微博视频 ,https://m.weibo.cn/detail/4877508308370721,0,1,0,291
5,4877506409399488,酒酿小源子2024,2023-03-09 22:20:10,我们是冠军！！！18班是最棒的！！！ ,https://m.weibo.cn/detail/4877506409399488,0,0,0,3
5,4877491258262685,弱柳扶风张漂漂,2023-03-09 21:19:58,第二次一起冠军蛋！第一次忘截图了，但我们是冠军！ ,https://m.weibo.cn/detail/4877491258262685,0,0,1,114
5,4877475840788647,一米八五的东东,2023-03-09 20:18:42,#世界棒球经典赛# 第一个本垒打！ 我们是冠军！ ,https://m.weibo.cn/detail/4877475840788647,0,0,0,8
5,4877456530741100,X筱筱爱瓜皮,2023-03-09 19:01:58,GR战队“我们是冠军” ,https://m.weibo.cn/detail/4877456530741100,0,0,11,6
5,4877423047348244,盐与狗狗派对,2023-03-09 16:48:55,竟然是决赛！！！！听到他们喊“我们是冠军”😭😭😭😭😭 ,https://m.weibo.cn/detail/4877423047348244,0,5,0,515
5,4877384543372959,newnewyeah,2023-03-09 14:15:55,王者荣耀钎城#钎城享受赛场上每瞬间# 第五年 我们一起听那句“我们是冠军！！”@深圳DYG丶钎城 ,https://m.weibo.cn/detail/4877384543372959,0,0,0,13
5,4877379102838240,利津发布,2023-03-09 13:54:18,“我们是冠军！”山东泰山队第八次足协杯夺冠，现场球迷欢呼声如潮足球泰山队#我们是冠军##山东泰山队# 利津发布的微博视频 ,https://m.weibo.cn/detail/4877379102838240,0,1,1,3970
5,4877181341926580,无檐WUYAN,2023-03-09 00:48:28,iG电子竞技俱乐部欢迎收看LiL第二届五子棋大赛，参赛选手：基地保安、joker、dove、仁哲、ahn保安虐了一圈之后为了哄教练又放海，仁哲戏精上身重演刚跑完步回来最终joker让一追二赢下比赛，我们是冠军！ 无檐WUYAN的微博视频 ,https://m.weibo.cn/detail/4877181341926580,8,10,81,205
6,4877167567833357,三分钟热度狂魔,2023-03-08 23:53:44,虽然公司不放假但是趣味运动会我们是冠军哈哈哈哈哈 ,https://m.weibo.cn/detail/4877167567833357,0,0,0,3
6,4876938361440435,金翼网球官方微博,2023-03-08 08:42:57,#这就是轮椅网球 #2023轮椅网球世界杯预选赛 我们是冠军🏆 金翼网球官方微博的微博视频 ,https://m.weibo.cn/detail/4876938361440435,1,0,1,95
6,4876926969185321,B0000M·,2023-03-08 07:57:41,Queen《We Are the Champions (我们是冠军)》网页链接（@网易云音乐） ,https://m.weibo.cn/detail/4876926969185321,0,0,5,7.9万
6,4876777354169275,三年身价五十八之我叫葛胜利,2023-03-07 22:03:10,EBM第五人格我们是冠军 ,https://m.weibo.cn/detail/4876777354169275,2,2,1,456
6,4876757896793789,十六月的阿枝,2023-03-07 20:45:51,无所谓我们是冠军！！！！！！ ,https://m.weibo.cn/detail/4876757896793789,0,0,0,120
