Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
-3.435973,55.378051,联合王国,United Kingdom,FUR_22,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/06/07,2023/03/10,159675,Validated,4643,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_30,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/14,2023/03/06,159672,Validated,4012,On-going,terrestrial
,,,United States of America,FUR_42,SARS-CoV-2 in animals (Inf. with),,Emerging disease,2020/10/22,2023/03/09,159668,Validated,3449,On-going,terrestrial
-106.346771,56.130366,加拿大,Canada,FUR_50,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/01/27,2023/03/09,159667,Validated,4294,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_30,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/13,2023/03/06,159662,Validated,4023,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2023/01/30,2023/03/06,159660,Validated,4874,On-going,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_2,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2023/01/09,2023/03/07,159658,Validated,4914,On-going,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2023/02/24,2023/03/06,159656,Validated,4949,On-going,terrestrial
,,,North Macedonia,FUR_23,African swine fever virus (Inf. with) ,,First occurrence in the country,2021/12/29,2023/03/06,159654,Validated,4224,On-going,terrestrial
18.643501,60.128161,瑞典,Sweden,FUR_11,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/12/20,2023/03/06,159652,Validated,4833,On-going,terrestrial
138.252924,36.204824,日本,Japan,FUR_13,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/01/01,2023/03/06,159651,Validated,4382,On-going,terrestrial
5.291266,52.132633,荷兰,Netherlands,FUR_1,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2023/02/01,2023/03/13,159649,Validated,4876,Resolved,terrestrial
-83.753428,9.748917,哥斯达黎加,Costa Rica,FUR_3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),First occurrence in the country,2023/01/03,2023/03/03,159646,Validated,4858,On-going,terrestrial
-51.92528,-14.235004,巴西,Brazil,FUR_1,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2023/01/18,2023/03/05,159644,Validated,4918,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_31,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/11/08,2023/03/03,159641,Validated,4063,On-going,terrestrial
25.013607,58.595272,爱沙尼亚,Estonia,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2023/02/15,2023/03/03,159634,Validated,4945,On-going,terrestrial
14.995463,46.151241,斯洛文尼亚,Slovenia,FUR_4,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/12/24,2023/03/03,159633,Validated,4825,On-going,terrestrial
19.145136,51.919438,波兰,Poland,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/12/15,2023/03/03,159627,Validated,4793,On-going,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_11,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/11/14,2023/03/03,159625,Validated,4730,On-going,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_10,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/11/11,2023/03/03,159624,Validated,4735,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/02/10,2023/03/03,159620,Validated,4944,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/01/13,2023/03/03,159619,Validated,4845,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/11/29,2023/03/03,159618,Validated,4758,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_11,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/02/15,2023/03/03,159617,Validated,4327,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated strain,2022/03/04,2023/03/02,159614,Validated,4381,On-going,terrestrial
18.643501,60.128161,瑞典,Sweden,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N5,Recurrence of an eradicated strain,2021/02/19,2023/03/02,159610,Validated,4942,Resolved,terrestrial
2.213749,46.227638,法国,France,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Unusual host species,2023/02/10,2023/03/06,159596,Validated,4941,On-going,terrestrial
,,,Palestine,FUR_12,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2021/12/12,2023/03/02,159587,Validated,4176,On-going,terrestrial
133.775136,-25.274398,澳大利亚,Australia,FUR_7,White spot syndrome virus (Inf. with),,First occurrence in a zone or a compartment,2022/08/18,2023/03/02,159586,Validated,4586,On-going,aquatic
,,,Chinese Taipei,FUR_5,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/11/16,2023/03/08,159582,Validated,4753,On-going,terrestrial
-106.346771,56.130366,加拿大,Canada,FUR_38,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/11/26,2023/03/09,159581,Validated,4191,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_9,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,New strain in a zone or a compartment,2021/12/31,2023/03/01,159580,Validated,4256,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_18,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/11/15,2023/03/01,159579,Validated,4127,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_12,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/11/15,2023/03/01,159578,Validated,4126,On-going,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,IN,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,First occurrence in a zone or a compartment,2023/01/17,2023/03/03,159577,Validated,4939,On-going,terrestrial
84.124008,28.394857,尼泊尔,Nepal,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated strain,2023/02/09,2023/03/02,159574,Validated,4937,On-going,terrestrial
31.16558,48.379433,乌克兰,Ukraine,IN,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/02/27,2023/03/01,159570,Validated,4935,On-going,terrestrial
2.213749,46.227638,法国,France,FUR_54,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/11/08,2023/03/13,159560,Validated,4075,On-going,terrestrial
138.252924,36.204824,日本,Japan,FUR_15,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/10/27,2023/03/10,159538,Validated,4689,On-going,terrestrial
2.213749,46.227638,法国,France,FUR_60,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2021/11/21,2023/03/13,159535,Validated,4116,On-going,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,IN,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,First occurrence in a zone or a compartment,2023/01/24,2023/03/01,159533,Validated,4927,On-going,terrestrial
14.995463,46.151241,斯洛文尼亚,Slovenia,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2023/02/24,2023/02/27,159531,Validated,4926,On-going,terrestrial
31.16558,48.379433,乌克兰,Ukraine,IN,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/02/26,2023/02/27,159530,Validated,4925,On-going,terrestrial
8.468946,60.472024,挪威,Norway,FUR_1,Trichinella spp. (Inf. with) ,,Recurrence of an eradicated disease,2022/08/10,2023/03/11,159529,Validated,4782,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_19,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/07/19,2023/02/27,159527,Validated,4541,On-going,terrestrial
4.469936,50.503887,比利时,Belgium,FUR_14,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/09/19,2023/02/24,159508,Validated,4621,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,West Nile Fever ,,Recurrence of an eradicated disease,2022/09/05,2023/02/24,159505,Validated,4612,Resolved,terrestrial
-90.230759,15.783471,危地马拉,Guatemala,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,First occurrence in the country,2023/01/26,2023/02/27,159501,Validated,4903,On-going,terrestrial
47.576927,40.143105,阿塞拜疆,Azerbaijan,FUR_4,Sheep pox and goat pox ,,First occurrence in a zone or a compartment,2023/01/16,2023/03/02,159496,Validated,4857,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_7,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,New strain in a zone or a compartment,2022/01/24,2023/02/23,159480,Validated,4279,On-going,terrestrial
19.145136,51.919438,波兰,Poland,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/12/14,2023/03/03,159478,Validated,4792,On-going,terrestrial
19.145136,51.919438,波兰,Poland,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/12/06,2023/02/23,159477,Validated,4770,On-going,terrestrial
19.145136,51.919438,波兰,Poland,FUR_47,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2021/06/22,2023/02/23,159475,Validated,3917,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_53,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2021/01/01,2023/02/23,159474,Validated,3918,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_3,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2021/06/18,2023/02/23,159473,Validated,3900,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_5,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2020/09/12,2023/02/23,159472,Validated,3323,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_19,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/13,2023/02/23,159470,Validated,4028,On-going,terrestrial
21.005859,44.016521,塞尔维亚,Serbia,FUR_11,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2020/01/03,2023/03/16,159466,Validated,3103,On-going,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,New strain in a zone or a compartment,2022/10/26,2023/03/07,159451,Validated,4762,On-going,terrestrial
103.819836,1.352083,新加坡,Singapore,FUR_2,African swine fever virus (Inf. with) ,,First occurrence in the country,2023/02/05,2023/02/24,159440,Validated,4885,Stable,terrestrial
10.451526,51.165691,德国,Germany,FUR_8,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/10/01,2023/02/21,159432,Validated,4637,On-going,terrestrial
-58.443832,-23.442503,巴拉圭,Paraguay,FUR_17,Aethina tumida (Inf. with)(Small hive beetle)(2006-),,First occurrence in a zone or a compartment,2022/05/04,2023/02/21,159431,Validated,4444,Stable,terrestrial
,,,South Africa,FUR_13,Foot and mouth disease virus (Inf. with) ,SAT 2,Recurrence of an eradicated disease,2019/11/01,2023/02/21,159415,Validated,3057,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in a zone or a compartment,2023/01/19,2023/02/21,159406,Validated,4851,Resolved,terrestrial
,,,Chinese Taipei,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2023/01/14,2023/03/02,159404,Validated,4916,On-going,terrestrial
8.468946,60.472024,挪威,Norway,FUR_16,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/01/04,2023/02/24,159399,Validated,4266,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,Burkholderia mallei (Inf. with) (Glanders),,Recurrence of an eradicated disease,2023/01/07,2023/02/20,159397,Validated,4915,On-going,terrestrial
78.96288,20.593684,印度,India,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2021/01/01,2023/02/19,159388,Validated,3495,Resolved,terrestrial
90.433601,27.514162,不丹,Bhutan,FUR_5,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/11/02,2023/02/19,159382,Validated,4723,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_66,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2021/10/31,2023/02/19,159379,Validated,4056,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_66,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/14,2023/02/17,159375,Validated,4030,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,West Nile Fever ,,Recurrence of an eradicated disease,2022/08/27,2023/02/17,159372,Validated,4613,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_3,West Nile Fever ,,Recurrence of an eradicated disease,2022/08/12,2023/02/17,159371,Validated,4604,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,West Nile Fever ,,Recurrence of an eradicated disease,2022/08/26,2023/02/17,159370,Validated,4605,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_3,West Nile Fever ,,Recurrence of an eradicated disease,2022/07/22,2023/02/17,159369,Validated,4575,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_4,West Nile Fever ,,Recurrence of an eradicated disease,2022/07/29,2023/02/17,159368,Validated,4585,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/02/10,2023/02/17,159366,Validated,4912,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2023/02/10,2023/02/17,159362,Validated,4910,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/11/06,2023/02/17,159361,Validated,4715,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_5,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/11/16,2023/02/17,159360,Validated,4734,On-going,terrestrial
34.301525,-13.254308,马拉维,Malawi,FUR_3,Foot and mouth disease virus (Inf. with) ,Not sampled,Recurrence of an eradicated disease,2022/07/22,2023/02/16,159344,Validated,4561,Resolved,terrestrial
,,,Chinese Taipei,FUR_16,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Recurrence of an eradicated disease,2021/11/16,2023/02/23,159341,Validated,4178,On-going,terrestrial
-63.588653,-16.290154,玻利维亚,Bolivia,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,First occurrence in the country,2023/02/01,2023/02/15,159334,Validated,4901,On-going,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_7,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/12/30,2023/02/15,159329,Validated,4818,Resolved,terrestrial
-3.74922,40.463667,西班牙,Spain,FUR_34,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,First occurrence in a zone or a compartment,2021/12/22,2023/02/24,159320,Validated,4231,Resolved,terrestrial
-63.588653,-16.290154,玻利维亚,Bolivia,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in the country,2023/01/21,2023/02/15,159316,Validated,4870,On-going,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/12/21,2023/02/14,159312,Validated,4787,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/12/04,2023/02/14,159297,Validated,4769,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2023/01/12,2023/02/14,159296,Validated,4846,On-going,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_9,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/11/29,2023/02/13,159278,Validated,4755,Resolved,terrestrial
