类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
热门,https://movie.douban.com/subject/10523152/,哭泣的男人 Cry Macho,2021,剧情/惊悚/西部,克林特·伊斯特伍德,N·理查德·纳什/尼克·申克,克林特·伊斯特伍德/德怀特·尤科姆/丹尼尔V·格拉劳/安珀·林恩·阿什利/布雷特尼·拉特利奇/亚历山德拉·鲁迪/萨罗·索利斯/霍拉西欧·加西亚·罗哈斯/伊万·埃尔南德斯/费兰达·乌雷霍拉/Lincoln A. Castellanos/Eduardo Minett/Juan Mendoza Solis/娜塔莉娅·特拉文/马尔科·罗德里格斯/保罗·阿拉约/吉安尼·卡尔切蒂,6.5,影片讲述了一名驯马师为了养老金和自己破产的牧场老板达成协议，从老板富有的墨西哥前妻那里绑架老板11岁的儿子以索要赎金。然而老板的前妻正为这个不良少年头疼，巴不得甩掉这个包袱，事情朝着意料之外的方向发展……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2675376450.jpg
热门,https://movie.douban.com/subject/35045591/,汪汪队立大功大电影 Paw Patrol: The Movie,2021,喜剧/动画/冒险,卡尔·布伦克尔,比利·弗罗利克/卡尔·布伦克尔/鲍勃·巴伦,伊恩·阿米蒂奇/马尔赛·马丁/罗恩·帕尔多/雅拉·沙希迪/金·卡戴珊/兰道尔·朴/戴克斯·夏普德/泰勒·派瑞/吉米·坎摩尔/威尔·布鲁斯宾/金斯利·马歇尔/莫妮克·阿尔瓦雷斯/基根·赫德利/杰米拉·罗斯/卡勒姆·肖尼克/谢尔·西蒙斯/莉莉·巴特拉姆/金·罗伯特/保罗·布朗斯坦/乔·平格/乔希·罗伯特·汤普森/乔希·格雷厄姆/尼尔·克容/查理·加兰特/理查德·宾斯利/雷欧·巴奈扎/莎拉·乔德利,7.2,汪汪队出发救援！邪恶的海丁那成为了冒险湾的市长，并且准备对这座城市进行大肆破坏。小男孩莱德和他英勇的汪汪队小狗们必须打起十二分精神，准备迎接全新的挑战。与此同时，小狗阿奇不得不面对他在冒险湾复杂的过去。好在这时团队迎来了新的盟友，聪明的腊肠犬贝贝。带着升级的武器和装备，汪汪队已经准备好随时为拯救冒险湾的居民们而战！,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2808318200.jpg
热门,https://movie.douban.com/subject/35236759/,致胜女王 Queenpins,2021,喜剧,Aron Gaudet,Aron Gaudet/Gita Pullapilly,克里斯汀·贝尔/柯尔比·豪威尔-巴普蒂斯特/文斯·沃恩/保罗·沃尔特·豪泽/斯蒂芬·鲁特/乔尔·麦克哈尔/加勒特·沃灵/尼克·卡萨维蒂/安妮·玛莫罗/杰克·麦克布瑞尔/马克·埃文·杰克逊/保罗·鲁斯特/碧碧·雷克萨/爱德华多·弗兰科/莉迪亚·波尔图/戴奥·奥柯奈伊/詹姆斯·摩西·布莱克/迈克尔·马西尼/Philip Adkins/丹·萨霍夫/杰森·西姆斯-普鲁伊特/伦纳德·罗宾逊/迈克尔·罗素/Albert Malafronte/本·锡德尔,6.5,本片根据史上最大的优惠券造假骗局改编，讲述一名住在郊区的家庭主妇(贝尔饰)受够了被丈夫和社会忽视的生活。于是她试图通过成立一个非法优惠券俱乐部来重新掌控自己的生活，并最终和她的剪券同伴一起从食品公司骗取了数百万美元。雷克萨将饰演一位名叫Tempe Tina的电脑黑客。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2669093839.jpg
热门,https://movie.douban.com/subject/35712689/,想被女子高中生杀掉 女子高生に殺されたい,2022,剧情/惊悚/犯罪,城定秀夫,城定秀夫/古屋兔丸,田中圭/南沙良/河合优实/莉子/茅岛水树/细田佳央太/加藤菜津/久保乃々花/キンタカオ/大岛优子,5.5,东山春人（田中圭 饰）表面看来是一名非常普通的男子，而实际上，他拥有着十分扭曲的性格，身为抖M的他一直渴望着想要被某人杀死。随着年龄的增长，这种想要被杀死的愿望越来越具体起来——春人不仅想要被杀死，而且必须是被女子高中生杀死。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868667813.jpg
热门,https://movie.douban.com/subject/35235501/,草之韵 草の響き,2021,剧情/爱情,斋藤久志,佐藤泰志,东出昌大/奈绪/大东骏介/Kaya/林裕太/三根有葵/利重刚/久野真季子/室井滋,6.9,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2694735517.jpg
热门,https://movie.douban.com/subject/35402760/,烧烤之王,2021,喜剧,崔志佳,崔志佳/张冠男,崔志佳/张琪/郭祥鹏/王喳喳/李昆鹰/何雨桐/张馨月/莉可/孙越/老四/胡闹闹,5.6,李炎燚（崔志佳 饰）为帮助老板郑言（郭祥鹏 饰）解决其父子之间的矛盾，意外走上了经营烧烤店的道路，在和郑能量（张琪 饰）的斗争中，他慢慢懂得了烧烤的温暖，选择继续经营烧烤店，而郑言（郭祥鹏 饰）父子之间的矛盾也逐渐化解……,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2717341541.jpg
热门,https://movie.douban.com/subject/27038232/,宝刀未老 All the Old Knives,2022,爱情/悬疑,扬努斯·梅兹,奥兰·斯特豪尔,坦迪·牛顿/克里斯·派恩/劳伦斯·菲什伯恩/乔纳森·普雷斯/阿德/克里·约翰逊/阿卜杜勒·阿尔沙瑞夫/纳赛尔·米马齐亚/大卫·拜德拉/斯特拉·斯托克尔/科林·斯廷顿/戈拉·高登/迈克尔·谢弗/达尔·达什/纳西尔·贾玛/Orli Shuka/Alexander Devrient/Karina Wiedman/Oscar Coleman/Goksin Erdemli/Angela Yeoh,5.9,克里斯·派恩、米歇尔·威廉姆斯有望加盟间谍题材新片[宝刀未老](All the Old Knives，暂译)，[万物理论]导演詹姆斯·马什或将执导本片。故事讲述一对曾经的恋人兼CIA工作伙伴再度见面，二人回忆起一次严重的劫机事件，他们中的一位似乎与此事有着莫大关联，这对亡命鸳鸯该何去何从？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2870859405.jpg
热门,https://movie.douban.com/subject/35422745/,飞行员 Лётчик,2021,上映日期,列纳特·达夫列吉亚罗夫,Michael Ihnow/斯蒂芬·韦尔克/彼得·费奥多罗夫,,6.9,1941年12月。飞行员尼古拉·科姆列夫成功地执行了命令，他奉命摧毁了前往莫斯科的德国坦克纵队。但科姆列夫的飞机被敌方战斗机击落，他奇迹般地将他的伊尔-2号攻击机降落在荒凉的森林空地上。看来最可怕的事情已经过去了，他在一场空战中幸存下来。然而，真正的考验才刚刚开始：受伤的科姆列夫必须穿越一条不可思议的道路，克服霜冻、痛苦和饥饿，远离狼群，逃避纳粹特种部队的围剿，他们要不惜一切代价找到他。飞行员怀揣着求生的意志、勇气，当然还有爱：奥尔嘉还在家里等着他归来。她的身影温暖了他，驱策他前进、脱困。他只有一次生还的机会，回到他心爱的人身边，再次登上天空，赢得胜利。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2638780208.jpg
热门,https://movie.douban.com/subject/35709881/,生死之间 The In Between,2022,剧情/爱情/科幻,阿里·波辛,马克·科雷恩,乔伊·金/凯尔·艾伦/塞莱斯特·奥康纳/金·迪肯斯/约翰·奥提兹/杰弗里·文森特·帕里塞/艾普尔·帕克·琼斯/尼古拉斯·斯塔格尔/利安德·苏莱曼/Donna Biscoe/Anna Stadler/Diany Rodriguez/Jadon Cal/Becki Hayes/Aleks Alifirenko Jr.,6.0,在一场夺去男友生命的车祸中幸存下来后，一个十几岁的女孩相信他正试图从另一个世界与她重新建立联系。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2845019135.jpg
热门,https://movie.douban.com/subject/34954372/,狼与狮子 Le loup et le lion,2021,庭/冒险,吉勒斯·戴·迈斯特,吉勒斯·戴·迈斯特/普兰·德梅斯特,莫利·库斯/格雷厄姆·格林/查理·卡里克/瑞斯·斯莱克/丹尼尔·布罗克/普兰·德梅斯特/玛丽莲·迪恩-罗比齐/弗兰克·萧宾/贝莉·塞恩,7.1,年轻钢琴家艾玛(莫利·库斯 饰)在祖父过世后回到祖父的小屋，意外和幼狮、小灰狼成为好朋友。想不到这件事被发现后，狮子和灰狼被送到马戏团和科学家那做研究。他们该怎么回到彼此身边？,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2687464822.jpg
热门,https://movie.douban.com/subject/35478257/,日落 Sundown,2021,剧情,米歇尔·弗兰克,米歇尔·弗兰克,蒂姆·罗斯/夏洛特·甘斯布/塞缪尔·博顿利/莫妮卡·德尔·卡门/亨利·古德曼/伊阿祖娅·拉里奥斯/詹姆斯·特拉佩/Albertine Kotting McMillan,6.3,蔚蓝晴空，日正当中，中年男子尼尔与家人在墨西哥的度假胜地，享受奢华的悠閒假期。白天在泳池边小酌，晚餐与乐手暗送秋波，一切都十分惬意，直到手机铃声划破空气。电话那头母亲病况危急，大家只好收拾行李，搭上下一班回国的飞机，不料尼尔在登机口找不到护照，只能与家人分道扬镳。走出机 场，尼尔搭上计程车，开往的却不是回饭店的方向，而是市区的破烂旅社⋯⋯。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2826476128.jpg
热门,https://movie.douban.com/subject/30200973/,一级指控 一級指控,2021,动作/悬疑/犯罪,黄国辉,鲍伟聪/甄栢荣,方中信/谭耀文/陈家乐/鲍起静/廖启智/曾江/张建声/何珮瑜/张松枝/骆应钧/陈嘉莉/陈保元/黄定谦,5.4,CK律所在城中是一家声名卓著的律师事务所，合伙人之一雷有辉（方中信饰演）更有法律界“常胜将军”的声誉，却在十年前的成富商场倒塌案中令一众商户败诉。城中首富郭世荣（廖启智饰演）的女儿郭嘉仪在工作室中离奇暴毙，当年商户珠妈（鲍起静饰演）的孙儿李逸峰因在现场而作为嫌疑人被捕，并被控以一级谋杀罪名！珠妈面对孙儿被控谋杀手足无措， 只能求助法律援助。雷有辉律所的合伙人张美仪接受了珠妈这宗法援，派出律所新人何学铭（陈嘉乐饰演）负责。为了补偿十年前的官司败诉的愧疚，雷有辉也决心协助何学铭为李逸峰沉冤昭雪。在调查的过程中，雷有辉抽丝剥茧，发现案件另有隐情，却遭遇证人反口、证剧被毁、同僚遇害……如何将真凶绳之以法，雷有辉唯有在最后的庭审中绝地反击！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2691890349.jpg
热门,https://movie.douban.com/subject/35400037/,午夜少女大战 真夜中乙女戦争,2022,剧情,二宫健,二宫健,永濑廉/池田依来沙/柄本佑/渡边真起子,5.5,过着无精打采日子的平凡大学生的私，一边被在“捉迷藏社团”中遇到的冷酷且聪明的前辈所吸引，一边与瞬间掌握人心的神秘男子黑服实现命运般的相遇。无聊的日子一变，被卷入了名为“真夜中乙女战争”的东京破坏计画中……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2731236644.jpg
热门,https://movie.douban.com/subject/35597707/,修行,2021,剧情/家庭,钱翔,钱翔,陈湘琪/陈以文/黄柔闽/丁宁/樊光耀,5.8,如果中年人生是一场修行，该期待的是顿悟，还是在矇眼的黑暗中放慢呼吸？模范主妇严太太在买菜煮饭、带狗看医生的琐碎日常中，持续过着灵修人生；上班无趣，下班无处可去的严先生，也日复一日地过着“修行”般敬而远之的婚姻生活。直到严太太意外接到一通电话，得知多年前丈夫短暂出轨的对象住进了疗养院的消息，原本凝固的日子便开始掀起波澜⋯⋯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2841218988.jpg
热门,https://movie.douban.com/subject/34894021/,复仇之渊 The Harder They Fall,2021,剧情/西部,杰姆斯·塞缪尔,杰姆斯·塞缪尔/鲍兹·亚金,乔纳森·梅杰斯/雷吉娜·金/伊德里斯·艾尔巴/艾迪·盖瑟吉/莎姬·贝兹/勒凯斯·斯坦菲尔德/德尔罗伊·林多/泰特·弗莱彻/RJ·赛勒/Ntare Guma Mbaho Mwine /胡里奥·赛迪罗/小霍华德·弗格森/丹妮尔·戴德怀勒/迪兰·科宁/马克·史密斯/尼古拉斯·G·西姆斯/米奇·多兰/J·内森·西蒙斯/Torrey B. Lawrence/斯蒂芬妮·希尔/曼尼·鲁比奥/Woody McClain/Steve Corona,6.1,不法之徒纳特·洛夫（乔纳森·梅杰斯饰）发现他的敌人鲁弗斯·巴克（伊德里斯·艾尔巴饰）从监狱里被放了出来，于是他召集自己的团伙向鲁弗斯展开了复仇行动。在这部别出心裁的西部片中，与纳特同行的还有他的前女友斯特奇科奇·马里（莎姬·贝兹饰），他的左膀右臂、脾气火爆的比尔·皮克特（艾迪·盖瑟吉饰），快枪手吉姆·贝克沃思（RJ·赛勒饰），以及一位从对立阵营转来的、意想不到的盟友。鲁弗斯·巴克也有一支令人闻风丧胆的团队，成员包括“叛逆者”特鲁迪·史密斯（雷吉娜·金饰）和切罗基·比尔（勒凯斯·斯坦菲尔德饰），他们绝不会束手就擒。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2688047646.jpg
热门,https://movie.douban.com/subject/35546069/,七囚徒 7 Prisioneiros,2021,剧情/犯罪,亚历山大·莫拉托,Thayná Mantesso/亚历山大·莫拉托,Josias Duarte/Cecília Homem de Mello/Vitor Julian,7.5,18 岁的马图斯（克里斯蒂安·马尔赫罗斯饰）希望为乡下的工人阶层家庭提供更好的生活。他和镇上的其他少年一起辗转进城，到圣保罗工作，完全不知道等待着他们的是什么：他们到了一个废品站，开始没日没夜地干活，恶毒的工头和剥削者卢卡（罗德里戈·桑托罗饰）收走了他们的身份证，并威胁他们，如果他们试图逃跑，后果不堪设想。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2680891353.jpg
热门,https://movie.douban.com/subject/34988584/,千里不留行,2022,动作/武侠,孙虎毅,孙虎毅,苏振华/肖聪/刘楚玄/王城/杨云溪/王昭/莫合塔尔/梁霆炜,5.9,县衙“帮闲”林大卫需钱养家，朝廷拖欠俸禄许久。同僚陆谦诱使林大卫与其共夺黑金，白吃黑赶杀黑道商贾金满堂，事成后林大卫遭陷害，被发配边疆。十年后皇长子出生，皇帝大赦天下，林大卫返家，只求过太平生活，然家乡物是人非，金满堂亦杀回，联手马贼千人斩，要寻仇屠镇，林大卫欲携妻女逃离，被众人指责是懦夫，妻女也拒绝离开。陆谦派去刺杀金满堂的刀手们全员覆灭，太平镇危在旦夕，林大卫挖出埋了十年的长刀，磨刀霍霍、欲独自迎战金满堂和千人斩马贼团......,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2819529042.jpg
热门,https://movie.douban.com/subject/34987857/,天堂鸟 Birds of Paradise,2021,剧情/爱情/悬疑,萨拉·阿迪纳·史密斯,A· K·斯莫尔斯/萨拉·阿迪纳·史密斯,戴安娜·西尔弗斯/克里斯汀·弗劳赛斯/卡罗琳·古多尔/杰奎琳·比塞特/埃莱娜·卡多纳/纳西姆·斯艾哈迈德/罗杰·巴克莱/斯特拉什科/杰瑞米·惠勒/伊娃·博伊罗/丹尼尔·卡马戈/爱丽丝·达登/所罗门·戈尔丁/欧塞尔·古尼奥/巴尔·瓦斯维尔斯,6.1,巴黎一所顶尖芭蕾舞学院的两名女生在竞争加入巴黎欧佩拉国家芭蕾舞团的合同时，接受了亲情和身体测试。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2681006995.jpg
热门,https://movie.douban.com/subject/34839285/,来处是归途,2020,剧情/家庭,刘泽,刘泽,唐小然/张鸿敬/李坤棉/时晓飞/原文倩,6.4,"在外地晋剧团工作的夏天一番周折后调回到本地工作,这样她便可以帮助母亲照顾已经患阿兹海默症十年的父亲,却没想到母亲竟因她的归来而感到焦虑。随着父亲病情的发展,原本以为自己会给父母带来温情的夏天才慢慢体会到生活的重量,却没想到命运的钟摆又向她袭来......",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2829004974.jpg
热门,https://movie.douban.com/subject/35315963/,囚禁 Shut In,2022,剧情/惊悚,D·J·卡卢索,Melanie Toast,蕾妮·库利/杰克·霍洛维茨/文森特·加洛/Luciana VanDette/Penelope Martone,5.7,"When a young mother is barricaded inside a pantry by her violent ex-boyfriend, she must use ingenuity to protect her two small children from escalating danger while finding an escape.",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2867426106.jpg
热门,https://movie.douban.com/subject/35410551/,泡泡剧组 The Bubble,2022,喜剧,贾德·阿帕图,贾德·阿帕图/帕姆·布雷迪,凯伦·吉兰/艾丽斯·阿帕图/莱斯利·曼恩/大卫·杜楚尼/佩德罗·帕斯卡/哈里·特雷瓦尔德温/萨姆森·卡约/拉斐尔·阿克洛克/罗伯·德兰尼/科甘-迈克尔·凯/弗莱德·阿米森/克里斯·维塔斯凯/玛丽亚·巴卡洛娃/维尔·达斯/凯特·麦克金农/彼得·塞拉菲诺威茨/盖伦·霍珀/古兹·可汗/黛西·雷德利/约翰·塞纳/詹姆斯·麦卡沃伊/贝克/约翰·利思戈/亚历山大·欧文/奥斯丁·谷/玛莉亚·班福德/丹妮尔·维塔利斯/唐娜·艾尔/艾薇·沃尔克/凯瑟伦·德莱斯黛尔/Vivian Full/克洛伊·德拉尼/本·阿什登/凯蒂·奥布莱恩,5.7,这部喜剧片讲述了在疫情之下，一群男女演员被困于酒店的“泡泡”中，并试图完成一部关于飞行恐龙的动作系列片续集。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2869201159.jpg
