页数,文章链接,文章标题,时间,来源,作者,浏览量
73,https://www.jhc.cn/2020/0217/c4548a115978/page.htm,以疫为镜 善作善成  校党委学习贯彻习近平总书记重要讲话研究部署下一阶段疫情防控工作,2020-02-17,宣传部（新闻中心）,王璐  王天,1373
73,https://www.jhc.cn/2020/0210/c4548a115923/page.htm,齐心合力  靠前坚守  扎实做好来华留学生疫情防控工作,2020-02-10,国际教育学院 宣传部,陈青 胡彦 王天,2545
73,https://www.jhc.cn/2020/0206/c4548a115887/page.htm,强化政治担当  着力做好学校疫情防控工作,2020-02-06,宣传部（新闻中心）,陈晓明,2836
73,https://www.jhc.cn/2020/0205/c4548a115886/page.htm,严字当头 走访查缺 确保安全隐患排查“零漏洞”,2020-02-05,宣传部（新闻中心）,王璐  郑胜杰,1176
73,https://www.jhc.cn/2020/0204/c4548a115884/page.htm,学校开展疫情防控工作督查,2020-02-04,纪委 监察处, 吴天昊,7678
74,https://www.jhc.cn/2020/0204/c4548a115879/page.htm,周密部署 严防死守 坚决打赢疫情防控狙击战,2020-02-04,宣传部（新闻中心）,张璟琨 郑胜杰,1040
74,https://www.jhc.cn/2020/0202/c4548a115872/page.htm,同舟共济度时艰  众志成城战疫情,2020-02-02,宣传部（新闻中心）,王璐,1089
74,https://www.jhc.cn/2020/0131/c4548a115864/page.htm,细化举措 精准施策——学校再次召开疫情防控专题会议,2020-01-31,宣传部,胡 彦 奚亚妮,1298
74,https://www.jhc.cn/2020/0128/c4548a115858/page.htm,同舟共济 共克时艰——学校召开专题会议对新型冠状病毒感染的肺炎疫情防控工作再部署、再动员,2020-01-28,宣传部,奚亚妮,1229
74,https://www.jhc.cn/2020/0125/c4548a115854/page.htm,校党委书记王振洪看望慰问春节期间坚守岗位的工作人员和留学生,2020-01-25,宣传部（新闻中心）,郑胜杰,761
74,https://www.jhc.cn/2020/0123/c4548a115852/page.htm,奋进新时代 筑梦高水平——金华职业技术学院2020年新春贺词,2020-01-23,金华职业技术学院,,942
74,https://www.jhc.cn/2020/0120/c4548a115850/page.htm,岁寒情深 关爱送暖——校领导班子看望在杭退休专家领导,2020-01-20,宣传部（新闻中心）,张璟琨 郑胜杰,1043
74,https://www.jhc.cn/2020/0115/c4548a115819/page.htm,说现状 谈未来 讲新年——学校召开为期三天“双高”建设务虚会,2020-01-15,宣传部（新闻中心）,王璐 郑胜杰 王天,1559
74,https://www.jhc.cn/2020/0114/c4548a115802/page.htm,职业院校的“引进来”与“走出去”——中国教育电视台报道我校典型经验,2020-01-14,中国教育电视台,宣传部,1172
74,https://www.jhc.cn/2020/0113/c4548a115797/page.htm,【主题教育】学校召开党委理论中心组学习会  传达学习贯彻中央及省市“不忘初心 牢记使命”主题教育总结大会精神,2020-01-13,宣传部（新闻中心）,张璟琨  郑胜杰,1483
74,https://www.jhc.cn/2020/0111/c4548a115146/page.htm,【主题教育】学校召开“不忘初心、牢记使命”主题教育总结大会,2020-01-11,组织部 宣传部,洒荣荣  郑胜杰  王 天,1185
74,https://www.jhc.cn/2020/0111/c4548a115132/page.htm,我校举行2019年度留学生奖学金颁奖典礼暨2020年度留学生新春座谈会,2020-01-11,国际教育学院  宣传部,李宇圣  王励杰  王 天,1443
74,https://www.jhc.cn/2020/0104/c4548a114857/page.htm,夜学  夜访  夜谈  校党委理论学习中心组开启新年夜学第一课,2020-01-04,宣传部（新闻中心）,张璟琨 奚亚妮 王璐,1770
74,https://www.jhc.cn/2020/0103/c4548a114855/page.htm,我与校长面对面 共话发展零距离——记第十期“书记 校长”有约活动,2020-01-03,学生处 国际商务学院 宣传部,丰  辉 管茂发 王 天  刘 畅,1657
75,https://www.jhc.cn/2020/0103/c4548a114856/page.htm,我校20个项目获浙江省高等教育“十三五”人才培养项目建设立项,2020-01-03,教务处 校企合作处 人事处,陈紫蔚 徐茹倩 孟 玲,1080
75,https://www.jhc.cn/2019/1231/c4548a114732/page.htm,辉煌七十年 奋斗新时代——我校隆重举行2019年教职工荣休仪式暨2020年教职工迎新年诵读会,2019-12-31,宣传部,奚亚妮 沈上妮 贾海波 陈昱珩 刘畅,2215
75,https://www.jhc.cn/2019/1231/c4548a114744/page.htm,我校两案例入选全国职业院校“双师型”教师队伍建设典型案例,2019-12-30,人事处,孟  玲,2460
75,https://www.jhc.cn/2019/1230/c4548a114713/page.htm,校友会召开二届二次理事会会议,2019-12-30,党院办、校友办,王宏艳,1597
75,https://www.jhc.cn/2019/1229/c4548a114728/page.htm,全国职业院校护理专业案例教学协作组成立大会在我校举行,2019-12-30,医学院,周飞腾 周  游 黄利全,1043
75,https://www.jhc.cn/2019/1229/c4548a114699/page.htm,副校长成军应邀在浙江省高等教育学会实验室工作分会年会上作主题发言,2019-12-29,教务处,谭春霞,1124
75,https://www.jhc.cn/2019/1227/c4548a114698/page.htm,学校召开2019年招生总结暨2020年招生宣传动员会,2019-12-27, 招生办,唐芳,1350
75,https://www.jhc.cn/2019/1227/c4548a114696/page.htm,精准对接 育训结合 推进继教工作高质量发展——我校召开2019年继续教育工作分析会,2019-12-27,继教处,俞  晔,1059
75,https://www.jhc.cn/2019/1227/c4548a114687/page.htm,我校召开离退休教职工代表迎新座谈会暨学校情况通报会,2019-12-27,宣传部（新闻中心）,奚亚妮  郑胜杰,1423
75,https://www.jhc.cn/2019/1226/c4548a114621/page.htm,我校软件173团支部斩获全省高校“十佳风采团支部”,2019-12-26,校团委  信息工程学院   ,李  翔  费  锋   ,2393
75,https://www.jhc.cn/2019/1226/c4548a114623/page.htm,以案为鉴 重点整治 纠建并举——学校召开党委（扩大）会,2019-12-26,宣传部（新闻中心）,张璟琨,3760
75,https://www.jhc.cn/2019/1221/c4548a114294/page.htm,我校2019年暑期社会实践活动斩获12项省级以上荣誉,2019-12-21,校团委,李翔   高波,1140
75,https://www.jhc.cn/2019/1220/c4548a114290/page.htm,学校召开社会科学界联合会第二届代表大会,2019-12-20,科技处 ,徐子岩,1150
75,https://www.jhc.cn/2019/1219/c4548a114260/page.htm,中国航空运输协会理事长李军来校调研指导工作并作专题报告,2019-12-19,宣传部 机电学院,张璟琨 章斌,1203
76,https://www.jhc.cn/2019/1218/c4548a114122/page.htm,我校成功入选中国特色高水平高职学校和专业建设计划高水平学校（A档）建设单位,2019-12-18,宣传部（新闻中心）,王璐,5208
76,https://www.jhc.cn/2019/1219/c4548a114276/page.htm,医学院护理党支部入选全国党建工作样板支部,2019-12-16,护理党支部,卢惠萍,768
76,https://www.jhc.cn/2019/1212/c4548a113924/page.htm,祝伦根副市长调研我校垃圾分类工作,2019-12-12,宣传部（新闻中心）,张璟琨,1142
76,https://www.jhc.cn/2019/1212/c4548a113929/page.htm,学校召开科学技术协会第二届代表大会,2019-12-11,科技处,杨晓红,1043
76,https://www.jhc.cn/2019/1210/c4548a113816/page.htm,【主题教育】校领导前往扶贫结对村开展帮扶活动,2019-12-10,组织部,姜伟仁,1014
76,https://www.jhc.cn/2019/1209/c4548a113731/page.htm,我校“孕育教学创新‘四四’主题教研活动”项目荣获省高校教职工文化品牌,2019-12-09,校工会,吕远红,939
76,https://www.jhc.cn/2019/1209/c4548a113686/page.htm,【主题教育】校党委班子召开“不忘初心、牢记使命”主题教育专题民主生活会,2019-12-09,组织部,洒荣荣,1114
76,https://www.jhc.cn/2019/1209/c4548a113666/page.htm,首届全国商务数据分析与应用技能邀请赛在我校圆满落幕,2019-12-08,金义网络经济学院,郭  晴,1880
76,https://www.jhc.cn/2019/1207/c4548a113655/page.htm,省2020届高校毕业生系列招聘活动金华专场暨我校“三结合”招聘会隆重开幕,2019-12-07,宣传部（新闻中心）,奚亚妮,1213
76,https://www.jhc.cn/2019/1207/c4548a113656/page.htm,百企万岗进校园，为毕业生就业“开路”,2019-12-07,宣传部（新闻中心）,王璐,844
76,https://www.jhc.cn/2019/1207/c4548a113651/page.htm,尹学群为金职院宣讲党的十九届四中全会和省委十四届六次全会精神：推进治理现代化  打造顶尖高职院校,2019-12-07,宣传部（新闻中心）,吴振荣  张璟琨,1752
76,https://www.jhc.cn/2019/1207/c4548a113652/page.htm,卢旺达驻华大使詹姆斯•基莫尼奥一行访问我校,2019-12-06,国际合作交流处（港澳台办）,王艳  陶微,1220
76,https://www.jhc.cn/2019/1206/c4548a113611/page.htm,我校喜获2019年浙江省高校微课教学比赛一等奖,2019-12-06,教务处,辛  奇,1415
76,https://www.jhc.cn/2019/1205/c4548a113592/page.htm,共唱爱国强音 同谱双高华章——我校隆重举行纪念“一二•九”爱国运动歌咏比赛,2019-12-05,制药与材料工程学院,何中丽,1042
77,https://www.jhc.cn/2019/1205/c4548a113593/page.htm,校党委理论学习中心组举行专题辅导会 深入学习十九届四中全会精神,2019-12-04,宣传部（新闻中心）,张璟琨,539
77,https://www.jhc.cn/2019/1201/c4548a113384/page.htm,2019年全国高职教育研究论坛圆满落幕,2019-12-01,现代职业教育研究院,孙凤敏,2293
77,https://www.jhc.cn/2019/1130/c4548a113378/page.htm,聚焦高质量、高水平、高标准——2019年全国高职教育研究论坛在我校举行 ,2019-11-30,现代职业教育研究院,孙凤敏,2859
77,https://www.jhc.cn/2019/1129/c4548a113374/page.htm,校领导看望2019全国技能大赛教师教学能力比赛获奖团队,2019-11-29,教务处,陈紫蔚,1258
77,https://www.jhc.cn/2019/1129/c4548a113348/page.htm,弘扬工匠精神 传承匠心技艺——我校举办浙江工匠沙龙,2019-11-29,机电工程学院,章  斌,1420
77,https://www.jhc.cn/2019/1128/c4548a113286/page.htm,我校召开党委（扩大）会议  传达学习“推进全国职业教育高质量发展现场会”精神,2019-11-28,宣传部,张璟琨,1109
77,https://www.jhc.cn/2019/1129/c4548a113370/page.htm,全面提升学校教育国际化水平——学校召开中外合作办学质量分析评价与研讨会,2019-11-28,国合处,金  晓  潘雨晴,957
77,https://www.jhc.cn/2019/1127/c4548a113238/page.htm,党委书记王振洪参加推进全国职业教育高质量发展现场会并作典型发言,2019-11-27,教务处,张雁平,1741
77,https://www.jhc.cn/2019/1126/c4548a113149/page.htm,我校再次斩获“亚太职业院校影响力50强”,2019-11-26,国际教育学院,龚红燕  庄晨滢,1393
77,https://www.jhc.cn/2019/1125/c4548a113106/page.htm,副校长成军应邀在2019年全国职业院校技能大赛教学能力比赛闭幕式上作典型发言,2019-11-25,教务处,赵敏笑,1718
77,https://www.jhc.cn/2019/1125/c4548a113100/page.htm,众心如城攀高峰——我校在2019年全国职业院校技能大赛教学能力比赛中荣获三个一等奖,2019-11-25,教务处,李远远,2641
77,https://www.jhc.cn/2019/1124/c4548a113009/page.htm,校党委书记王振洪应邀在2019年全国高职高专校长联席会议年会上发言,2019-11-24,重点办,徐 婧,1367
77,https://www.jhc.cn/2019/1120/c4548a112845/page.htm,【主题教育】校党委书记王振洪主持召开全校党建工作调研座谈会,2019-11-21,组织部,洒荣荣,1361
77,https://www.jhc.cn/2019/1118/c4548a112767/page.htm,【主题教育】校党委专题传达学习全省高校主题教育暨党的建设和思想政治工作推进会精神,2019-11-18,宣传部（新闻中心）,张璟琨,1839
78,https://www.jhc.cn/2018/1217/c4548a112769/page.htm,我校2019年专业技术职务评聘工作顺利完成,2019-11-18,人事处、离退休处,陈江贇,1271
78,https://www.jhc.cn/2019/1115/c4548a112634/page.htm,校领导现场调研推进学前教育高水平专业群建设,2019-11-15,党院办、校友办,陆海峰,1953
78,https://www.jhc.cn/2019/1115/c4548a112601/page.htm,我校两个联合主持的专业教学资源库获国家级立项,2019-11-15,教务处,张  猛,1751
78,https://www.jhc.cn/2019/1113/c4548a112554/page.htm,挑战高峰 成就梦想——我校在“挑战杯”全国大学生课外学术科技作品竞赛中首获一等奖,2019-11-13,校团委  农业与生物工程学院    ,金婵娟  李  翔  朱  欢,1910
78,https://www.jhc.cn/2019/1113/c4548a112553/page.htm,机电学子斩获首届上合组织国家职业技能竞赛一等奖,2019-11-13,机电工程学院  国际教育学院,杨杭旭  金仁雕  李宇圣,1298
78,https://www.jhc.cn/2019/1112/c4548a112513/page.htm,卢旺达穆桑泽地区职业技术学院校长埃米尔、穆桑泽市长珍妮娜等一行来访,2019-11-12,综合,陈德仙、方敏、宋淑阳、李存航、叶威钿、龚红燕,1577
78,https://www.jhc.cn/2019/1112/c4548a112507/page.htm,【主题教育】找差距 抓整改  校党委班子召开对照党章党规找差距专题会议,2019-11-12,组织部,洒荣荣,762
78,https://www.jhc.cn/2019/1112/c4548a112506/page.htm,【主题教育】省委主题教育办工作简报刊发我校抓整改落实开展情况,2019-11-12,组织部 ,洒荣荣 ,1196
78,https://www.jhc.cn/2019/1111/c4548a112444/page.htm,民盟中央专职副主席徐辉一行来校调研,2019-11-11,宣传部（新闻中心）,张璟琨,1971
78,https://www.jhc.cn/2019/1112/c4548a112447/page.htm,《婺学今华---金华职业技术学院文化育人源、知、行》一书首发,2019-11-11,现代职教研究院,王  斌,1024
78,https://www.jhc.cn/2019/1108/c4548a112325/page.htm,技能大练兵 总结好经验 谋划新高度——学校召开全国职业院校技能大赛2019年总结暨2020年启动研讨会,2019-11-08,教务处,章斐瑾,1691
78,https://www.jhc.cn/2019/1108/c4548a112348/page.htm,副校长成军应邀出席全国高等职业院校技术应用服务联盟年会并作主题发言,2019-11-08, 科技处,韦清,988
78,https://www.jhc.cn/2019/1107/c4548a112292/page.htm,【主题教育】校党委“夜学”推进理论学习常态化,2019-11-07,宣传部（新闻中心）,张璟琨,1575
78,https://www.jhc.cn/2019/1107/c4548a112291/page.htm,【主题教育】锤炼党性 强化担当 ——学校各基层党组织集中开展主题党日活动,2019-11-07,组织部 ,洒荣荣 ,1146
79,https://www.jhc.cn/2019/1107/c4548a112290/page.htm,我校喜获第十一届浙江省大学生职业生涯规划大赛3项一等奖,2019-11-07,就业服务中心 创业学院 商务学院,吴昊 何碧峰 卢双,3193
79,https://www.jhc.cn/2019/1106/c4548a112256/page.htm,【主题教育】校党委班子开展集中研讨 跟进学习主题教育最新指示精神,2019-11-06,组织部  宣传部,洒荣荣  郑胜杰,1325
79,https://www.jhc.cn/2019/1106/c4548a112255/page.htm,校党委召开专题会议学习党的十九届四中全会精神,2019-11-06,宣传部（新闻中心）,奚亚妮 郑胜杰,673
79,https://www.jhc.cn/2019/1108/c4548a112347/page.htm,省纪委第八监督检查室主任石生宝一行来我校调研督查,2019-11-06,纪委 ,吴天昊 丁潇宁,3783
79,https://www.jhc.cn/2019/1105/c4548a112213/page.htm,【主题教育】校党委书记王振洪参加省部分高校主题教育座谈会并做典型发言,2019-11-05,浙江在线 浙江新闻联播  宣传部 组织部,王璐 洒荣荣,1189
79,https://www.jhc.cn/2019/1106/c4548a112214/page.htm,我校第二十四届体育运动会圆满落幕,2019-11-05,公共基础学院,罗 燕,747
79,https://www.jhc.cn/2019/1104/c4548a112151/page.htm,我校教师在全省第十一届青年教师教学竞赛中获佳绩,2019-11-04,校工会,吕远红,1570
79,https://www.jhc.cn/2019/1104/c4548a112136/page.htm,沙场点兵展风采  激情飞扬励青春——我校举行2019级新生军训成果汇报暨第24届体育运动会开幕式,2019-11-04,学生处 学工部 人武部,丰  辉 周飞腾 李桂满,2280
79,https://www.jhc.cn/2019/1030/c4548a111959/page.htm,【主题教育】急人才所急 想学院所想——书记校长走基层聆听教师诉求 共谋学校发展,2019-10-30,宣传部（新闻中心）,王璐 郑胜杰,1836
79,https://www.jhc.cn/2019/1030/c4548a111949/page.htm,11地市教研员、中高职教师、幼儿园园长齐聚金职， 共谋中高职一体化学前教育专业人才培养,2019-10-30,师范学院,余俊帅  门鑫玥,1283
79,https://www.jhc.cn/2019/1029/c4548a111900/page.htm,【主题教育】检视问题 整改落实 阔步前行—— 我校召开主题教育调研成果交流会,2019-10-29,宣传部 组织部,王璐 洒荣荣,2264
79,https://www.jhc.cn/2019/1029/c4548a111898/page.htm,青春献祖国  奋斗新时代——我校举办典型事迹报告会,2019-10-29,学生处 学工部 人武部,李桂满   周飞腾,1681
79,https://www.jhc.cn/2019/1029/c4548a111881/page.htm,【主题教育】政校合力破难题  抢抓机遇谋发展 ——校领导赴金义都市新区商谈校地合作,2019-10-29,党院办  宣传部,周 睿  郑胜杰,1142
79,https://www.jhc.cn/2019/1027/c4548a111740/page.htm,校党委书记王振洪应邀参加第五届中国教育财政学术研讨会并作主题发言,2019-10-27,教务处,张猛,1374
80,https://www.jhc.cn/2019/1025/c4548a111717/page.htm,【主题教育】校长梁克东为学校党员干部、教师代表讲授主题教育专题党课,2019-10-25,组织部,洒荣荣,1441
80,https://www.jhc.cn/2019/1024/c4548a111639/page.htm,【主题教育】践行初心使命  展现担当作为——校领导班子集体调研并召开现场办公会,2019-10-24,宣传部（新闻中心）,张璟琨,1427
80,https://www.jhc.cn/2019/1023/c4548a111508/page.htm,校领导深入实地检查指导军训工作,2019-10-23,学生处  宣传部,李桂满  郑胜杰,1416
80,https://www.jhc.cn/2019/1022/c4548a111448/page.htm,【主题教育】校领导班子赴武义开展“缅怀先烈、传承初心”专题学习教育活动,2019-10-22,组织部,洒荣荣,1089
80,https://www.jhc.cn/2019/1022/c4548a111424/page.htm,我校教师在首届全国高校思想政治理论课教学展示活动中喜创佳绩,2019-10-22,公共基础学院,廖沙沙,1067
80,https://www.jhc.cn/2019/1020/c4548a111306/page.htm,创新放飞梦想 挑战成就人生——浙江省第七届职业院校“挑战杯”创新创效竞赛在我校圆满落幕,2019-10-20,校团委,金婵娟   李 翔,2079
80,https://www.jhc.cn/2019/1021/c4548a111334/page.htm,全国高职医检和卫检专业核心课程标准研制启动工作会议在我校举行,2019-10-19,医学院,严春霞,716
80,https://www.jhc.cn/2019/1018/c4548a111311/page.htm,我校在第五届中国“互联网+”大学生创新创业大赛中获银奖1项铜奖2项,2019-10-18,创业学院,何碧峰,873
80,https://www.jhc.cn/2019/1017/c4548a111255/page.htm,【主题教育】带问题 走实地 深调研——王振洪书记深入二级学院开展主题教育专题调研,2019-10-17,组织部,洒荣荣 郑胜杰,1251
80,https://www.jhc.cn/2019/1017/c4548a111253/page.htm,【主题教育】深化课程思政建设 压实主题教育实效,2019-10-17,宣传部   公共基础学院,奚亚妮  李  飞,2168
80,https://www.jhc.cn/2019/1017/c4548a111246/page.htm,浙江省第七届职业院校“挑战杯”创新创效竞赛决赛将在我校举办,2019-10-17,校团委,毛张瀛 施  雯,2180
80,https://www.jhc.cn/2019/1014/c4548a111165/page.htm,我校8个项目入选教育部第二批“1+X”证书制度试点,2019-10-14,教务处,陈紫蔚,1541
80,https://www.jhc.cn/2019/1011/c4548a111129/page.htm,【主题教育】“不忘初心、牢记使命”主题教育专题读书班开班,2019-10-11,组织部,洒荣荣  陈威磊,1731
80,https://www.jhc.cn/2019/1011/c4548a111080/page.htm,【主题教育】讲体会、谈问题、说打算——校党委班子围绕“八个专题”召开学习研讨会 ,2019-10-10,组织部,洒荣荣,4799
81,https://www.jhc.cn/2019/1010/c4548a111065/page.htm,校众创空间（丽泽空间）获评2019年度省级众创空间,2019-10-10,创业学院,王子博,1695
81,https://www.jhc.cn/2019/1009/c4548a111038/page.htm,【主题教育】校长梁克东到二级学院开展主题教育调研  省委第七巡回指导组参与指导,2019-10-09,宣传部  组织部,奚亚妮  洒荣荣,1130
81,https://www.jhc.cn/2019/1001/c4548a110931/page.htm,此生无悔入华夏  复兴伟业看我辈——金职师生第一时间收看庆祝中华人民共和国成立70周年大会,2019-10-01,综合,王璐 陈青 奚亚妮 郑胜杰  李宇圣   王励杰,1392
81,https://www.jhc.cn/2019/0930/c4548a110927/page.htm,【主题教育】王振洪深入基层扎实开展主题教育专题调研,2019-09-30,宣传部（新闻中心）,王璐 郑胜杰,1110
81,https://www.jhc.cn/2019/0930/c4548a110874/page.htm,深化产教融合  助推协同育人——浙江康恩贝制药股份有限公司副总裁杨贤民一行来校洽谈交流,2019-09-30,校企合作处  经济管理学院,徐茹倩 郑湛淼,1074
81,https://www.jhc.cn/2019/0928/c4548a110781/page.htm,【主题教育】金湖之畔，以青春的名义赴一场爱国的诗会,2019-09-28,医学院  宣传部,周飞腾  王  璐,2415
81,https://www.jhc.cn/2019/0928/c4548a110751/page.htm,心系老教师 畅叙重阳情——学校举办80周岁离退休人员集体祝寿会,2019-09-27,宣传部,奚亚妮  郑胜杰,942
81,https://www.jhc.cn/2019/0927/c4548a110719/page.htm,爱国，以最虔诚、最认真的姿态绽放 ——我校师生参演市“我们的七十年”文艺晚会,2019-09-27,宣传部（新闻中心）,王 璐 李 琳 高 波,1554
81,https://www.jhc.cn/2019/0927/c4548a110713/page.htm,【主题教育】校党委班子带队赴义乌开展“追寻初心、品味真理”专题学习教育活动,2019-09-27,组织部,洒荣荣,806
81,https://www.jhc.cn/2019/0926/c4548a110682/page.htm,2019年浙江省农业职业技能大赛在我校举办,2019-09-26,农业与生物工程学院,楼  峥,729
81,https://www.jhc.cn/2019/0925/c4548a110651/page.htm,校领导深入学院调研本科教学工作,2019-09-26,宣传部,郑胜杰,983
81,https://www.jhc.cn/2019/0925/c4548a110650/page.htm,书记校长一行夜访金义网络经济学院,2019-09-25,金义网络经济学院,郭  晴,1007
81,https://www.jhc.cn/2019/0925/c4548a110632/page.htm,学校举行四年制高职机械设计制造及自动化专业2019级新生开学典礼,2019-09-25,机电工程学院,章  斌,669
81,https://www.jhc.cn/2019/0917/c4548a110630/page.htm,艺术设计学院毕业生孙琳琳再捧2019Pentawards（IF）全球包装设计大奖赛金奖,2019-09-25,艺术设计学院,徐  琛,1225
82,https://www.jhc.cn/2019/0924/c4548a110622/page.htm,学校成功入选浙江省大众创业万众创新示范基地,2019-09-24,创业学院,苏  哲,955
82,https://www.jhc.cn/2019/0923/c4548a110578/page.htm,副校长成军在全国高职院校长高峰论坛（2019）上作典型发言,2019-09-23,教务处,赵敏笑,852
82,https://www.jhc.cn/2019/0923/c4548a110570/page.htm,学校举行四年制高职电子信息工程专业2019级新生开学典礼,2019-09-23,信息工程学院,郭天鹏,595
82,https://www.jhc.cn/2019/0923/c4548a110580/page.htm,学校举行怀卡托国际学院2019级新生开学典礼,2019-09-21,国际教育学院,蔡金晶  朱 倩,1034
82,https://www.jhc.cn/2019/0920/c4548a110530/page.htm,【主题教育】校党委班子带队前往市档案馆观看“不忘初心、牢记使命”主题教育展,2019-09-20,组织部 统战部,洒荣荣,1057
82,https://www.jhc.cn/2019/0928/c4548a110793/page.htm,旅游与酒店管理学院教师刘根华被授予“浙江省首席技师”称号,2019-09-20,旅游与酒店管理学院,靳  进,318
82,https://www.jhc.cn/2019/0919/c4548a110414/page.htm,省纪委省监委驻省教育厅纪检监察组郭丽华组长一行来我校调研座谈,2019-09-19,纪委 监察处,吴天昊 丁潇宁,1932
82,https://www.jhc.cn/2019/0918/c4548a110401/page.htm,【主题教育】省委第七巡回指导组来校调研指导“不忘初心、牢记使命”主题教育工作,2019-09-18,组织部  建筑工程学院,周孝强  金  亮,1156
82,https://www.jhc.cn/2019/0918/c4548a110393/page.htm,万人合唱，青春护旗，金职新生开学典礼深情告白祖国！,2019-09-18,宣传部  学生处,奚亚妮  丰  辉  蔡雨纹,3116
82,https://www.jhc.cn/2019/0918/c4548a110390/page.htm,走进新生公寓  “书记校长有访” 传温情,2019-09-17,宣传部（新闻中心）,张璟琨 王  璐,1215
82,https://www.jhc.cn/2019/0917/c4548a110367/page.htm,【主题教育】在学深悟透中守初心担使命——学校党委班子开展主题教育第一次集中学习研讨,2019-09-17,宣传部,张璟琨,1639
82,https://www.jhc.cn/2019/0915/c4548a110304/page.htm,“你好，新同学”——8000余名新同学开启金职崭新时光,2019-09-15,宣传部（新闻中心）,王璐 张璟琨 奚亚妮,2460
82,https://www.jhc.cn/2019/0912/c4548a110227/page.htm,【主题教育】学校召开“不忘初心、牢记使命”主题教育工作会议,2019-09-12,组织部,洒荣荣,2667
82,https://www.jhc.cn/2019/0912/c4548a110236/page.htm,学校召开专题会议 部署全校垃圾分类工作,2019-09-11,后勤服务与校园建设中心,潘华军,2942
83,https://www.jhc.cn/2019/0910/c4548a110168/page.htm,庆祝新中国七十华诞 弘扬新时代尊师风尚——学校隆重举行庆祝第35个教师节庆祝大会,2019-09-10,宣传部,奚亚妮,1736
83,https://www.jhc.cn/2019/0911/c4548a110210/page.htm,【主题教育】校党委班子专题学习贯彻全省“不忘初心、牢记使命”主题教育部署会议精神,2019-09-10,宣传部,奚亚妮,869
83,https://www.jhc.cn/2019/0912/c4548a110214/page.htm,海外分校发展迎来新机遇：学校与卢旺达穆桑泽地区联合职业技术学院签署合作备忘录,2019-09-10,海外分校,朱墨池  吴维昕,967
83,https://www.jhc.cn/2019/0910/c4548a110169/page.htm,弘扬尊师风尚  共话学校发展——学校召开教师节座谈会庆祝第35个教师节,2019-09-09,宣传部  人事处,王 璐  陈江赟,927
83,https://www.jhc.cn/2019/0911/c4548a110185/page.htm,军分区首长、96717部队领导教师节来校慰问全体教职员工,2019-09-09,学生处,李桂满,2630
83,https://www.jhc.cn/2019/0911/c4548a110180/page.htm,学校举办2019年新兵入伍欢送会,2019-09-09,学生处,李桂满,795
83,https://www.jhc.cn/2019/0909/c4548a110136/page.htm,学校援卢职教成果展在卢旺达基加利展出,2019-09-08,海外分校,朱墨池  吴维昕,1568
83,https://www.jhc.cn/2019/0909/c4548a110131/page.htm,学校召开党委（扩大）会议贯彻落实全市深化纪检监察派驻机构改革工作会议精神,2019-09-07,纪委 监察处,杜  政,1008
83,https://www.jhc.cn/2019/0905/c4548a110056/page.htm,教师节前夕校领导看望慰问退休老教师代表 ,2019-09-04,宣传部,郑胜杰,3564
83,https://www.jhc.cn/2019/0902/c4548a109969/page.htm,开启新学期务实笃行新局面——校领导走进二级学院听课调研,2019-09-02,宣传部（新闻中心）,张璟琨 奚亚妮,2337
83,https://www.jhc.cn/2019/0901/c4548a109926/page.htm,坚定信心 抢抓机遇 锐意进取——学校召开党委（扩大）会议,2019-09-01,宣传部（新闻中心）,张璟琨,1850
83,https://www.jhc.cn/2019/0901/c4548a109889/page.htm,全国模范教师拟表彰名单出炉！医学院胡爱招老师上榜,2019-09-01,人事处  医学院,陈江赟  周  游,1353
83,https://www.jhc.cn/2019/0903/c4548a109984/page.htm,喜报！学校两个学生社团获评“全国百强学生社团”,2019-08-31,校团委,付云翔  徐豪豪,974
83,https://www.jhc.cn/2019/0831/c4548a109877/page.htm,我校毕业生王蔚、徐家兴入选全国第二届“闪亮的日子——青春该有的模样”大学生就业创业事迹征集人物,2019-08-31,就业服务中心 创业学院 医学院 农学院,吴  昊 叶威钿 徐晓莹 朱  寒,1468
84,https://www.jhc.cn/2019/0830/c4548a109839/page.htm,我校召开教师干部大会宣布主要领导任职调整,2019-08-30,组织部,周孝强,8166
84,https://www.jhc.cn/2019/0830/c4548a109843/page.htm,深化专业集群发展 扎实开展双高建设——金职院召开2019年暑期教学工作会议,2019-08-29,教务处,张  猛,1474
84,https://www.jhc.cn/2019/0828/c4548a109818/page.htm,探索多元化育人载体 提升学生管理服务实效——学校召开2019年暑期学生工作会议,2019-08-28,学生处,丰  辉,1809
84,https://www.jhc.cn/2019/0827/c4548a109802/page.htm,浙江省职工数控铣工职业技能竞赛在金职院举行,2019-08-27,机电工程学院,章  斌,1097
84,https://www.jhc.cn/2019/0826/c4548a109795/page.htm,金职院在2019年浙江省高职院校教学能力比赛中喜获佳绩,2019-08-26,教务处,李远远,1653
84,https://www.jhc.cn/2019/0824/c4548a109780/page.htm,副校长成军在全国职业院校教师教学创新团队 高级研修班上作典型发言 ,2019-08-24,人事处,阎  浩,1315
84,https://www.jhc.cn/2019/0823/c4548a109762/page.htm,金职院举办2019年新进教职工培训,2019-08-23,教师发展中心,孟  玲,1938
