工作名称,地址,薪资,经验要求,学历要求,技能要求,联系人,公司名,公司相关信息,公司福利,详情页url
设备调试安装技术员（学徒工）,杭州/余杭区/老余杭,4-8K·13薪,经验不限,高中,人工智能/管理系统,张女士/人事,云识物联网科技,智能硬件/未融资/0-20人,节日福利/住房补贴/年终奖/员工旅游,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.34&securityId=IUi6O6t4quEhv-x1RThYLc5qx7Cknom1L-_osugqhOXplvIpWi6gieMC6QR-6zrb67BBNz65ezkFjruHZ6QUHq72kFRp7006ndEAhnaJpE2OJXTi0le9ywK7EQl-dVPwuR69T5XAuMA~
PHP,杭州/余杭区/仓前,10-15K,经验不限,学历不限,APP后台开发/MySQL/算法基础/计算机软件/人工智能/机器人/物联网,潘文涛/HR,东伯,计算机软件//20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.35&securityId=fcWCFu3phr6Up-z1h6XR8CDEiukJDCU7ji1rsfqdsa9Lk7DpxkiotHxCN_a-3WMjpMr2u9cz7VGWr7qPGiD00-3TyfIwIeabQB4KvJzek9bAfY_jztsKmZbkHCNWiKnyMLSarWbtAXwKPA~~
美工/上款员,杭州//,4-6K,经验不限,高中,视觉设计/PhotoShop/电子商务/人工智能/网页设计/平面设计,郭女士/人事主管,茗益,电子商务//20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.36&securityId=mD8ivdRs34i85-A1E7JIqqOe88dypuIXQvfqfVJDO0WR6SQQUWaEhj6bzwTDshnRsYQanrS5hLkvyMsUeKMRQYpgfEwm9g2853KKUIVR-G70sNQN6LUKnCuybA9diCDtfVXXY2gK5ogmLw~~
硬件工程师,杭州/滨江区/浦沿,5-6K·13薪,经验不限,学历不限,硬件工程师/硬件测试/测试工程师/硬件/智能硬件/人工智能/网络设备,汪燕/HR,鑫平望科技,计算机硬件//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.37&securityId=v8dgP9waHvuTo-S1y9ZUyZcxgUg5F2OaCUN5v2DYmGl5CjF_rurkjsN7H-Ssw0urrQj9CFtdLkUc0N4YS_uPBdNoMlgU8LZH8HELoHrjhGNiArdqi58sR7DHU4GGjmNCIuwpoSjaJw~~
售后运维,杭州//,4-6K,1年以内,学历不限,人工智能/车联网/售后技术服务/技术沟通/系统调试,潘泽成/销售总监,云兽物联,智能硬件/不需要融资/100-499人,五险一金/全勤奖/员工旅游/节日福利/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.38&securityId=Qszql2YadCsjS-a1Ui2hleCiKO6wcasQBgaCLxBk29N5Cex3QXBY-GGh82BcczmgXPtfvmn_p5tG3tf7XamJdIZlel8JXV_VllPjq-D1lth0sv40Wjxm2NkC-M6ZQj8pwzLtf5A5zCJw
售前工程师,杭州/滨江区/长河,5-6K,经验不限,学历不限,项目管理/计算机软件/人工智能/机器人/培训软件使用/售前技术支持/技术顾问/销售顾问,李建超/总经理,佳淼科技,智能硬件/未融资/0-20人,餐补/年终奖/通讯补贴/交通补助/带薪年假/五险一金/住房补贴/员工旅游/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.39&securityId=x7NIr4Ugxj3k4-l1I4jOcrdET7MhneJMqOjrgUB217o30DytT_o1jwny8ee882nUjzko0cSOICVZJq4jl3u0ibIJbomD5RfrXO4sKdhz7E0H7La4hiR9gPiaTNwrctMNw769SM0~
实施工程师,杭州/滨江区/浦沿,4-9K,经验不限,学历不限,实施工程师/顾问/售后支持/人工智能/技术管理/硬件实施,王女士/HR,啄云智能,计算机软件/未融资/20-99人,节日福利/加班补助/带薪年假/零食下午茶/年终奖/定期体检/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.40&securityId=NARC67Nl5BSXN-t1BP3WK52zdheh_0ro0L6Dk9-iZ8ZZWJqxQeKx3ts3H3TWRAo8vgbz3niayYKHBJIOV2syUVwL1xcO0GhIsuh0bmVR7rTPoQrYOyFcZG4zHbZ4lztEobOLe-i1MOM~
算法工程师,杭州/余杭区/仓前,6-11K,经验不限,学历不限,人工智能/算法,王双建/算法主管,赤霄科技,仪器仪表/工业自动化/B轮/20-99人,加班补助/全勤奖/通讯补贴/五险一金/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.41&securityId=7NTWeTgzu9msk-I1-ve-ul72hx-O5AmI3ky-0rAV14jvCEb0s9P1AfTCVarD_t714y0YRj4TarvWVwom1pyYYpmdKgMq3HY_57BLQsMTrji97lPuCe65YroY0NxaoxQYk-TvFnLBtA~~
AI录音师,杭州/萧山区/北干,10-15K,经验不限,学历不限,配音员,彭梦媛/HR,一知智能,互联网/B轮/100-499人,五险一金/年终奖/节日福利/带薪年假/股票期权/通讯补贴/员工旅游/餐补/零食下午茶/定期体检/交通补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.42&securityId=Yf6o56gcymgge-01ZuVA8odXuI5bTuddM7OCxl1kA-u2ZRrxURxfEIzSl71cRAgyPmQxln2NaaQu8BkiHHU2AuWplBTPJN8NdxvzufGxWqs7oWnxjIzngfrZMTOV0Iz7dlDlDY1W7ZQ~
AI平台研发工程师,杭州/余杭区/五常,12-24K·14薪,经验不限,学历不限,Java/后端开发/机器学习,管胜/高级技术专家,顶象技术,信息安全/B轮/100-499人,零食下午茶/带薪年假/员工旅游/股票期权/补充医疗保险/年终奖/五险一金/定期体检,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.43&securityId=QyOjF2qizAvRN-Q1vTMRATtvjr3ABu_-ISW0aJ0WtbtOeGEQoqQGpfpO-I30YHX9VcPNyfDrsuaZMgO1lQxrsPK5TGHJOTkQXjwp_KM-WPiRn9V0os4Ul3ZDyg6Z1P9xyimfpYYr
AI训练师（数据标注-富阳）,杭州/富阳区/东洲,5-7K·13薪,经验不限,学历不限,图片/文字/音频/视频/不涉黄涉暴,施女士/HR,浙江大华,互联网/已上市/10000人以上,包吃/补充医疗保险/带薪年假/定期体检/餐补/年终奖/免费班车/节日福利/加班补助/五险一金/住房免息贷款/交通补助/员工旅游/通讯补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.44&securityId=6VXekFka9W-JT-o1GBBhV9SlTf3HBUCSmmsi3ejkR39Xs84AqWpcpYLuLAYFtB7p-qigw508NFDIUah4yRb-QkKDp0gHQyJcF3oGTsbz8b1km4ZxROzAGWjF4FsnqnCAKSUFexi5
技术支持工程师,杭州//,8-13K·13薪,经验不限,学历不限,技术支持,姜喜斌/招聘者,熹富信息,计算机软件/不需要融资/20-99人,五险一金/零食下午茶/年终奖/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.45&securityId=961ahZFSB6B0V-L1kavNGmTSVdWUUFLhGfFn6aKMjnsI2gCfPavLZtG_XPJwO6Ew6MNPa4CWZJX6Ssb3sATNWoknP4ydbC7VbSN4HeDyxq552lAJm6XW38P3Qa0uvrY7kzZ3aNJOTBHldQ~~
实施顾问,杭州/拱墅区/祥符街,5-10K,经验不限,学历不限,实施/敏捷/需求分析,蒋侠臣/主管,钛蝶,计算机软件/A轮/20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.46&securityId=H9EO5BJBpdWx_-818Rw1hw1gH9pXF4XCkLOdNOCHMooMBQvzfNjqhZr-B9zuoFnFNs7zWxMpNqovtaqsV9lMqi-qqdPK5TiyUY5NvjsoeTSV9nq34QYUl6Pt8l5wP1WHtmi28yk-pQ~~
标注员,杭州/滨江区/长河,4-6K,1年以内,高中,图片/视频/文字,胡菁菁/经理,联汇科技,互联网/C轮/100-499人,年终奖/通讯补贴/定期体检/五险一金/免费班车/节日福利/餐补/带薪年假/加班补助/员工旅游,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.47&securityId=G6pLZw5iHi4cV-Y1y12AV9v0rS5Fmvn11IlGaHLASqBKW-KijthELYcpsm1ScTX6SJu3bZU_pXX359VnT8rq_4dKQ9YtfGNrQCEmpT73rjcJ3cjkYvG8j5C7rQiXot7epRxY2xLPRg~~
C语言软件开发工程师,杭州/滨江区/长河,12-20K·13薪,经验不限,学历不限,嵌入式技术/C语言/Linux/物联网/网络通信/ARM开发/QT/C++,徐女士/HR,时划,互联网/不需要融资/100-499人,节日福利/年终奖/零食下午茶/员工旅游/带薪年假/五险一金/定期体检,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.48&securityId=E8GotupkgIFnC-G1WRdsfRBR3LcdMNv5A_cZdMFcE5F42ota-_UiCh0Yqu9J_J09emNTaLzcea-DLsUoNAw8VlrefYh-qLug9oeBWNbEfBHoWbqjFMn4BT7NFvAscCN7PNUZQA-ceg~~
视觉设计（2023届校招）（16薪）(O7027),杭州/余杭区/仓前,11-22K·16薪,在校/应届,学历不限,视觉设计,徐女士/人事总监,心识宇宙,计算机软件/天使轮/20-99人,零食下午茶/居家办公/五险一金/住房补贴/年终奖/股票期权/定期体检/节日福利/员工旅游/带薪年假,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.49&securityId=bfv6QT58yxgOq-R1_A4J8vn8WOMimKSGYXcj-DGB8Mq5wgtZf-J5dKGfFGlbDhiDljj-6FHMXGgBu2Dkk3vjWtxXINYEYCTjs1MP2OhNd66upXbqCF3FpDHaJnFeGSSJbck5Tt9Fwu3m
店小蜜主管,杭州/滨江区/长河,8-10K·13薪,经验不限,学历不限,AI训练师/店小蜜/智能客服训练师,李女士/HRBP,乐麦信息科技,电子商务/不需要融资/1000-9999人,年终奖/通讯补贴/员工旅游/定期体检/节日福利/带薪年假/股票期权/五险一金/交通补助/加班补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.50&securityId=lDdALIXSbVeXZ-c1XWNz2cdqlf6I9OkI5SHRh4kEqXl3WdENH0ExO8u0L6-jmfkEijXPLXj5tgsh-MZm5prVn2jilC7cVxbcYG9E_CmTjM5FlaZiJTm6PWt8mo9rQk9mISwck8AKJMo~
快讯翻译编辑,杭州//,12-18K·15薪,经验不限,学历不限,资讯翻译,郭鑫/招聘组经理,同花顺,互联网/已上市/1000-9999人,零食下午茶/节日福利/带薪年假/免费班车/股票期权/包吃/五险一金/交通补助/年终奖/定期体检,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.51&securityId=3sl2VSP1CWoKw-31Sxr3pZNgMm-xMrn3bb4v-8vq_Uax-kfVxd01fG-gzH4kSX9UqcZrl-bmCP8DjiuKU3L0w1Kbv40zPTkV9iHlRr8_uzx3NXUpmItlaOWWG9J2b94oJ0wwNS6e
技术支持,杭州/上城区/火车东站,7-9K,经验不限,学历不限,机房运维/Linux/网络,葛女士/人事经理,荔智科技,移动互联网/未融资/20-99人,带薪年假/加班补助/节日福利/五险一金/员工旅游/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.52&securityId=YNLhLmIW8nhQr-s1ztrlwlZczWTaW7d56T3lOmzEVJ9OZsKfmG8N9ibsVsufXCBy6RLUBKq5xFVwozjEbrt17h8Cr54eaIRdf-A83HvnwqI3aNAG0IgS12k71oA7l6wF60T9--D1
Python,杭州/余杭区/未来科技城,8-9K,经验不限,学历不限,Android/数据抓取/数据挖掘,蔡磊磊/招聘者,杭州风险道科技,数据服务//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.53&securityId=L0Rn_0JqnA-j4-61Bzv9ACn4Mrc1C3KjTuZUuA02wqRiQfug5Aws7YIkKXRVstm5VaOowt4bK6VUazUP5C8NgQCUZLyys2pWjQ1nB0QtuKkldxYhYoYxyuM35YkaWzr3kBIr9eN1RZAJ
商业产品经理,杭州/余杭区/仓前,8-13K,经验不限,学历不限,市场调研/产品设计/项目管理,余先生/联合创始人兼CTO,魔为智能,计算机软件/天使轮/20-99人,定期体检/工龄奖/零食下午茶/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.54&securityId=msBIprDASHqJN-E1oKY_2zSEqL7IJUPtm4UwxRBbq8FcyBE2Jvi-2-BzBH60XtmqMUGiP6dCVAmArr2Jt3-uRACDJeJmNFsqjLHIDWXt0RNXfY-TqzQRi277aiY0EqH17nf8Jtppn314
会销销售包住（电销商务谈判）,杭州/拱墅区/万达广场,9-14K,经验不限,学历不限,进出口贸易/客户邀约/中国制造网/课程/培训类产品/企业（To B）/阿里国际站/电话销售经验/互联网/科技/招商/商户拓展/亚马逊招商/电子商务,张先生/销售总监,多点互联科技,电子商务/未融资/100-499人,零食下午茶/住房补贴/年终奖/节日福利/五险一金/全勤奖/带薪年假/员工食堂/定期体检/员工旅游/包住,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.55&securityId=RJ9NSsruh638a-01iw1qdFy1qNf5isf-zu3NfcbXjyscna9C3L_klIbTqtdhEDevNDAZHirCqyd8Q2JrnGa3E0is76_Xy2EezheW9bSqDnD703yLFj62dhHwkiykG9FqELgbxQtsjk_q
电销专员,杭州/钱塘区/金沙湖,12-24K·13薪,经验不限,学历不限,企业（To B）/售前服务/客户签约/客户邀约/沟通能力强/电话销售经验/销售经验/O2O/快消品,李先生/品牌总监,潮爽科技,互联网/未融资/20-99人,生日福利/免费工装/绩效奖金/节日福利/工龄奖/五险一金/员工旅游/底薪加提成/团建聚餐/保底工资/通讯补贴/带薪年假,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.56&securityId=2jNHLn4CgpHPM-E1s9_wPd-SwwHsSKNituoC9NrMPj1NlWt0FJa5HY2Sud0v7Ma56SCXM8EskGmAqot5MrfXx2j71UToS_fGvONT5B5iRs3RdTkBlH8DO2vPIlL3PL6A9a1Fe55eosDa2hu-ILgAn27OUubI-rMe4vLMHcE4AlwhO62p
双休销售顾问+六险一金+高提成,杭州/余杭区/五常,10-15K,经验不限,学历不限,电话销售/面销/陌拜/对企业/机构（To B）销售经验/企业（To B）/面销/陌拜经验/电话销售经验/互联网/科技,魏祯祯/招聘专家,探迹,互联网/B轮/1000-9999人,定期体检/节日福利/员工旅游/通讯补贴/补充医疗保险/全勤奖/加班补助/带薪年假/五险一金/股票期权/零食下午茶/定期团建/餐补/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.57&securityId=Aaf90CB0IKVYF-j1ED3Gp0XkBIkhoA6vcGCC77v2ew8bEk96vL7HNSttJE97IJDgP8rNLt3RityBqxj8CMeYjrE2yGpPtuTFZQhfvrfPftkb5DJLEPY7vL0IStj0dcptWtvKPpYN0A~~
爬虫工程师,杭州/西湖区/古荡,10-20K,经验不限,学历不限,Java,沈春立/招聘经理,杭州融池,计算机软件/不需要融资/100-499人,五险一金/年终奖/员工旅游/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.58&securityId=qbJfOYB9VTu8j-i1ZAjtGaq640QaKeULMTfMlFhFttxdMklCZkRoN7bnk2qBkf4RkFXgWSpWwMKc0TbMZqnvifH9d8zsepl32PPX451JUUq8L71Qz8M3NmJjF6gw2J46NXMA5U7nWw~~
前端工程师,杭州/萧山区/奥体中心,10-15K·16薪,经验不限,学历不限,前端开发/全栈开发/Node.js/HTML/CSS/React/小程序/MySQL,赵子健/招聘者,整数科技,数据服务/天使轮/20-99人,股票期权/年终奖/全勤奖/五险一金/通讯补贴/节日福利/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.59&securityId=XuWKsbQkExjzh-A1SmDW6SwqocevANMkpZhkoEQM1_usEz7e6sI7h9kBxRCCCOluvqVCSvz1BdfHEfYPDajYB9QeZhvbAwKE3CW3ksx3_nOW3xEx1-SHkTX29i9D6iI7FZJ6nJFYVkbd
平面设计、视觉设计、美工、策划,杭州/萧山区/北干,4-9K,经验不限,高中,平面设计/广告设计/视觉设计/包装设计/VI设计/全职兼职均可/品牌设计/户外广告设计,陈斌/董事长,亚韵汇文化,广告/公关/会展//20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.60&securityId=0MjeXmH0ikEAa-X1KFwgWI51BYVgRBB8tVHnBAnfQqDq8Q8BET9a8cYkJjxXjI4wTswkn1gusRR3Zm6bLinnzxtFl6_MzOUVwzy-6SrkVXWIXriMmOaxdOaQ9Nl3QHMJ4FI5OECD7I_M
UX交互设计师，UI视觉设计师、UI/UE实习生,杭州/滨江区/浦沿,6-11K·13薪,经验不限,学历不限,移动端/Axure/视觉设计/手绘/UI设计/动效设计/交互体验设计/设计师,冯女士/HR,JC Design,互联网/不需要融资/20-99人,带薪年假/股票期权/年终奖/加班补助/全勤奖/住房补贴/餐补/员工旅游/节日福利/交通补助/通讯补贴/零食下午茶/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.61&securityId=q4nXLtoOM11bk-01YtwRi6O-OUBrYH7EfqdufQQHuKYYEIQOLbC-9SNJTofTs6FmDpTd8iaXqeZXub8kuMcfatWVImNq1HU1X84T86mn6rzaRJbRmVI4-sKFEy_-J6CVYaw-OWUL-w~~
在校大学生兼职,杭州/拱墅区/众安桥,3-8K,经验不限,初中及以下,音乐/前台/课程顾问/周末兼职/ps/ai,陈女士/HR,杭州初可琛琛文化创意,培训机构/未融资/20-99人,通讯补贴/免费班车/住房补贴/带薪年假/股票期权,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.62&securityId=ojDY9o33nRUkB-Y1cCUItCdn8rZdq7cm2Mo_YcgK3cObAsCqEMnhFnj6MwcPAURPgb5qyIbNlU54T1uGZ2Ox7Ab8GsQy75k0XdQWVpr6CEVcxLyCCEUS8s6MA7Jc9UysgpKgixvvrRpz
平面设计师、印前,杭州/上城区/四季青,3-6K,经验不限,学历不限,Photoshop/ai//CorelDraw,王悦/主管,快印堂广告,广告/公关/会展//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.63&securityId=1xm68dOy7fSWP-V1AjYqO2aLw4junJE6kSTXwSAQnofMVM7l_-6TfgD3R2ttOy9V-pu6LncT1zxWe8RikySmAqxBEai87FyK-Ak7eXYqyA6RQliclV6BwAbeFvMiF4zvP2EHCFwcLQ~~
总经理助理 设计包装跟单 海外品牌运营,杭州/滨江区/长河,3-7K,经验不限,学历不限,英文/ps/ai,吴联伟/HR,野火文化,印刷/包装/造纸//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.64&securityId=xhg1X6MBU9PwK-I1Hm2UtlrjEurZVIv2sGYNWkUzGlMuPsiKDkN82uqhgpqSTWu4QHeXJsXYIpqJMr9884WDUWXbg0StCh0Kd__B_u5NQfu2boWqYnU8Sglcl95PuLPpz8QwQ3d71Q~~
C#开发工程师,杭州/拱墅区/和睦,11-22K,经验不限,学历不限,C#,姜赟/招聘者,果小7,O2O/B轮/20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.65&securityId=ZploAyNuIqmld-h1G3BZqO8LnzJrCkkyBTM5JsVRN-k4Pa7NK0T_gHW1gVxs80PIcA-SDE-WyJTh41fOzu6dsUO7LtozTpT7Nb9jdnXYXN8ZvlrmFgR8LpJt0fFipM-vNJOFoZ9U
技术支持工程师,杭州/余杭区/万达广场,5-10K,经验不限,学历不限,技术沟通/产品咨询/系统调试/硬件集成调试/故障排查,金柳涵/HR,浙江臻万科技,智能硬件/天使轮/20-99人,五险一金/员工旅游/节日福利/加班补助/年终奖/带薪年假/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.66&securityId=QzHuopOWILpH0-P1RcQn3o9EryTuMvNWc91RpQWhd305kZf7NzYLNGz_VmU2mAL-6VPGLPz8CjgBzdPRbwxCvDVb1eF9rySXpcUqA-1m1iyOz2fJY_Z-KILkx9yhQehgA_wJO5EZTTls
弱电智能化安装/接受学徒,杭州/西湖区/文三路,5-8K,经验不限,高中,实施工程师/安防监控/布线/监控/门禁,赵铭/招聘者,杭州科远,通信/网络设备/不需要融资/0-20人,五险一金/带薪年假/通讯补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.67&securityId=z0Mbf7rHC7KYH-K13-AhAckS6N9ccmR_4vewHYXoYG1WKoy2fp3JiKY-HOzXVp6-IfTTTL7H0Fu0AjZdYxPiMMJkTzUynQ-EA5v46EjiPje3El-0WubHl4O1bHFWegH5_X9i6F9MAg~~
销售专员,杭州/余杭区/勾庄,4-9K,经验不限,学历不限,企业（To B）/电话销售/面销/陌拜/网络销售/其他行业/电话销售经验/无经验要求/面销/陌拜经验/软件/企业服务产品/五险,王振/经理,崇广,电子/半导体/集成电路//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.68&securityId=uoYugizVAnC8x-f1Qf1O0f-IdCWN9TXUNVTORdQ_jJktq91AuXWHTFqfh4U6-yR2G03TfVUjqOnrvniyYxgF00iKMLpxeV44JAMEgStZ1ETESnZ_JtizsbMj6hv0jlK5B-CJM8_xEH4~
健身教练,杭州/萧山区/钱江世纪城,8-13K,经验不限,学历不限,ACSM证书/一对一私教/拳击/体适能/体校类院校背景/坐班/组织培训经验/健身教练国家职业资格证书/健身/美体相关工作经验/线下教育/ACE证书,王昊/招聘者,杭州昊昊健康管理,文化/体育/娱乐/未融资/0-20人,五险,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.69&securityId=HHxQckZIsRTnw-61TepozW4X8QxUDBmsP_X3CMIanPhy45xNkvwy9K3Zzer0cfH2xB3MGYGfyP3KObmS9TG-17etwxrbIisGEIB_wFGWo24lQpQpjMrfc50uP9wUpp36H2Mnm9ZhD9cd0Q~~
安防监控技术员,杭州//,5-10K,1年以内,高中,运维监控/监控维修,朱永乐/经理,展豪科技,电子商务//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.70&securityId=rdZ65hTJVae0x-V1alDWaBCXV5GGW8o8Hmqw14-6r5xDq8gYiLg98CSsj2IrxySEJ4184wVt88-ewyGqJxSqSOPQ0E6HPt6OIft2x7Z5n0i_M57i_0jAomAAFZX7lR3qs9XYQLEKI0VI
平面设计师,杭州/钱塘区/金沙湖,5-6K·15薪,经验不限,学历不限,VI设计/标志设计/广告/设计公司/PS/SketchUp/AI,陈烨磊/总经理,彡石,广告/公关/会展//0-20人,交通补助/团建聚餐/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.71&securityId=yMGK07votS6fu-71IiD6kBF-IVyWf6WNlumXS1eMX-5WzOm5g-aL5Ck2iuywEbVEPP1V4givLrS7u9HzXCm2eqjfhTIt7eThKUmQOGoKY17ZqKJBF3OxFLimhnrnsDsH5mjOXC_wErnB
项目前期策划（规划）,杭州/上城区/虎跑,8-13K,经验不限,学历不限,城市规划设计师,孔女士/设计师,建学建筑与工程,建筑设计/不需要融资/20-99人,年终奖/五险一金/定期体检/全勤奖/补充医疗保险/带薪年假/员工旅游/餐补/住房补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.72&securityId=O2vFVMmYCuLs_--1eF0shieVIHwiDDitAFZScmBlqvZxLfBl6oCDh3lPIQB6CeLgAUnnlLEKSiJfY3vouGHwcM5Px5UwHN6Ccvcuyqc2DRZhLUl6QWLTnXNapTny8J86fPwPGcLyqRek
电商美工助理,杭州/西湖区/三墩,5-9K,经验不限,学历不限,PS,毛女士/人事总监,创达设计,电子商务/未融资/20-99人,交通补助/年终奖/节日福利/带薪年假/零食下午茶/五险一金/全勤奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.73&securityId=hY8E91xys1I1g-L1KLOsceu1kz33xL4G055wmgqYoPtIP89XlIzT_eaX7pAorJSpidaj6w6ncNpW_0GdmqEs_P9_NjM1Q4TrWyuLkIn6RxY8CvtcgHQfqPYbE1-ZyiGNjkP-1OokMoCCfA~~
广告接单员,杭州/临平区/乔司,5-10K,经验不限,学历不限,前台接单/CDR/PS/AI/印刷广告/户外广告/媒体广告/视听广告,叶先生/经理,浙江心启杭,广告/公关/会展/不需要融资/20-99人,加班补助/包吃/包吃住/餐补/全勤奖/年终奖/补充医疗保险/分红股,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.74&securityId=TlzJR1aIbreSP-T1Ljts98ciC5DCiL-Alh6R1KQ_Lw6B2Lpwgic3BnGfwlhehMPO7kwfZ335ijL_NlD1s4yY-_o22h3gtTXpcWuW68Fzpz_AYgtZzdrcNicOuNZ28tT4echE07Y1TQ~~
舞美设计师,杭州/西湖区/三墩,5-10K,经验不限,学历不限,3ds MAX/AI/灯光设计师/舞美设计/KTV,蓝女士/人事行政,爵饰建设,装修装饰/未融资/20-99人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.75&securityId=QBQrtJcLVU2xs-B1qWoMNrU5Mnxo3beB92o1YY5pkNRNnF9UCx48wCnPq7wgvqDvuECmfftvJkJ293zQ5HWvQXYzzwLU0FPT39b5tLq321rZgmhPrDdsRmJ4OYYhYxM2LBOGdpM7hJ2J
童装设计师助理,杭州//,4-6K,经验不限,学历不限,CorelDRAW/PhotoShop,束金芹/行政,我弋服饰,批发/零售//0-20人,五险一金/餐补/全勤奖/加班补助/交通补助/通讯补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.76&securityId=n1_x_gLsaPXe_-r16EoscWzxcYC7tvUfvWWlHkg70LOxBvkB7SFphTN0bUB48CP7ROByIR5EuGqzeruwKEVt4yfT_mDE0z9hNAyAaaNZm0YAeOxlexwn9NUU4ZGdsxqxrqQchHLvhVXI
